date,year,site,region,measure,data_value,unit,statistic,dataset
2008-04-09,2008,Taiaroa Head (50km offshore),Otago,Salinity,34.181,NA,Mean,Munida
2008-04-09,2008,Taiaroa Head (50km offshore),Otago,Total alkalinity,2288.2,umol/kg-1,Value,Munida
2008-04-09,2008,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2074.6,umol/kg-1,Value,Munida
2008-04-09,2008,Taiaroa Head (50km offshore),Otago,pH,8.0986,NA,Value,Munida
2008-04-09,2008,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,7.9697e-09,mol/kg-1,Value,Munida
2008-04-09,2008,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,345.9,uatm,Value,Munida
2008-04-09,2008,Taiaroa Head (50km offshore),Otago,Salt water temperature,11.6,Degrees Celsius,Mean,Munida
2008-04-09,2008,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.343,NA,Value,Munida
2008-05-26,2008,Taiaroa Head (50km offshore),Otago,Salinity,34.200,NA,Mean,Munida
2008-05-26,2008,Taiaroa Head (50km offshore),Otago,Total alkalinity,2280.6,umol/kg-1,Value,Munida
2008-05-26,2008,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2088.9,umol/kg-1,Value,Munida
2008-05-26,2008,Taiaroa Head (50km offshore),Otago,pH,8.0638,NA,Value,Munida
2008-05-26,2008,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6329e-09,mol/kg-1,Value,Munida
2008-05-26,2008,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,377.7,uatm,Value,Munida
2008-05-26,2008,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.8,Degrees Celsius,Mean,Munida
2008-05-26,2008,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.126,NA,Value,Munida
2008-09-16,2008,Taiaroa Head (50km offshore),Otago,Salinity,34.211,NA,Mean,Munida
2008-09-16,2008,Taiaroa Head (50km offshore),Otago,Total alkalinity,2280.8,umol/kg-1,Value,Munida
2008-09-16,2008,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2100.0,umol/kg-1,Value,Munida
2008-09-16,2008,Taiaroa Head (50km offshore),Otago,pH,8.0781,NA,Value,Munida
2008-09-16,2008,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3548e-09,mol/kg-1,Value,Munida
2008-09-16,2008,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,362.1,uatm,Value,Munida
2008-09-16,2008,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.3,Degrees Celsius,Mean,Munida
2008-09-16,2008,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.001,NA,Value,Munida
2008-11-28,2008,Taiaroa Head (50km offshore),Otago,Salinity,34.230,NA,Mean,Munida
2008-11-28,2008,Taiaroa Head (50km offshore),Otago,Total alkalinity,2278.6,umol/kg-1,Value,Munida
2008-11-28,2008,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2091.7,umol/kg-1,Value,Munida
2008-11-28,2008,Taiaroa Head (50km offshore),Otago,pH,8.0653,NA,Value,Munida
2008-11-28,2008,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6045e-09,mol/kg-1,Value,Munida
2008-11-28,2008,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,375.4,uatm,Value,Munida
2008-11-28,2008,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.0,Degrees Celsius,Mean,Munida
2008-11-28,2008,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.071,NA,Value,Munida
2009-01-28,2009,Taiaroa Head (50km offshore),Otago,Salinity,34.219,NA,Mean,Munida
2009-01-28,2009,Taiaroa Head (50km offshore),Otago,Total alkalinity,2278.3,umol/kg-1,Value,Munida
2009-01-28,2009,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2060.8,umol/kg-1,Value,Munida
2009-01-28,2009,Taiaroa Head (50km offshore),Otago,pH,8.0777,NA,Value,Munida
2009-01-28,2009,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3611e-09,mol/kg-1,Value,Munida
2009-01-28,2009,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,364.7,uatm,Value,Munida
2009-01-28,2009,Taiaroa Head (50km offshore),Otago,Salt water temperature,13.5,Degrees Celsius,Mean,Munida
2009-01-28,2009,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.398,NA,Value,Munida
2009-03-25,2009,Taiaroa Head (50km offshore),Otago,Salinity,34.150,NA,Mean,Munida
2009-03-25,2009,Taiaroa Head (50km offshore),Otago,Total alkalinity,2287.4,umol/kg-1,Value,Munida
2009-03-25,2009,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2089.5,umol/kg-1,Value,Munida
2009-03-25,2009,Taiaroa Head (50km offshore),Otago,pH,8.0769,NA,Value,Munida
2009-03-25,2009,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3781e-09,mol/kg-1,Value,Munida
2009-03-25,2009,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,366.2,uatm,Value,Munida
2009-03-25,2009,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.9,Degrees Celsius,Mean,Munida
2009-03-25,2009,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.189,NA,Value,Munida
2009-06-03,2009,Taiaroa Head (50km offshore),Otago,Salinity,34.172,NA,Mean,Munida
2009-06-03,2009,Taiaroa Head (50km offshore),Otago,Total alkalinity,2285.0,umol/kg-1,Value,Munida
2009-06-03,2009,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2109.2,umol/kg-1,Value,Munida
2009-06-03,2009,Taiaroa Head (50km offshore),Otago,pH,8.0670,NA,Value,Munida
2009-06-03,2009,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.5703e-09,mol/kg-1,Value,Munida
2009-06-03,2009,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,373.6,uatm,Value,Munida
2009-06-03,2009,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.3,Degrees Celsius,Mean,Munida
2009-06-03,2009,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.957,NA,Value,Munida
2009-07-14,2009,Taiaroa Head (50km offshore),Otago,Salinity,34.305,NA,Mean,Munida
2009-07-14,2009,Taiaroa Head (50km offshore),Otago,Total alkalinity,2281.6,umol/kg-1,Value,Munida
2009-07-14,2009,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2105.6,umol/kg-1,Value,Munida
2009-07-14,2009,Taiaroa Head (50km offshore),Otago,pH,8.0652,NA,Value,Munida
2009-07-14,2009,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6062e-09,mol/kg-1,Value,Munida
2009-07-14,2009,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,374.5,uatm,Value,Munida
2009-07-14,2009,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.4,Degrees Celsius,Mean,Munida
2009-07-14,2009,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.956,NA,Value,Munida
2009-09-29,2009,Taiaroa Head (50km offshore),Otago,Salinity,34.355,NA,Mean,Munida
2009-09-29,2009,Taiaroa Head (50km offshore),Otago,Total alkalinity,2277.2,umol/kg-1,Value,Munida
2009-09-29,2009,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2100.0,umol/kg-1,Value,Munida
2009-09-29,2009,Taiaroa Head (50km offshore),Otago,pH,8.0652,NA,Value,Munida
2009-09-29,2009,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6065e-09,mol/kg-1,Value,Munida
2009-09-29,2009,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,373.8,uatm,Value,Munida
2009-09-29,2009,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.5,Degrees Celsius,Mean,Munida
2009-09-29,2009,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.966,NA,Value,Munida
2009-12-08,2009,Taiaroa Head (50km offshore),Otago,Salinity,34.310,NA,Mean,Munida
2009-12-08,2009,Taiaroa Head (50km offshore),Otago,Total alkalinity,2293.9,umol/kg-1,Value,Munida
2009-12-08,2009,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2097.8,umol/kg-1,Value,Munida
2009-12-08,2009,Taiaroa Head (50km offshore),Otago,pH,8.0843,NA,Value,Munida
2009-12-08,2009,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.2353e-09,mol/kg-1,Value,Munida
2009-12-08,2009,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,359.1,uatm,Value,Munida
2009-12-08,2009,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.0,Degrees Celsius,Mean,Munida
2009-12-08,2009,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.162,NA,Value,Munida
2010-01-15,2010,Taiaroa Head (50km offshore),Otago,Salinity,34.212,NA,Mean,Munida
2010-01-15,2010,Taiaroa Head (50km offshore),Otago,Total alkalinity,2285.0,umol/kg-1,Value,Munida
2010-01-15,2010,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2087.1,umol/kg-1,Value,Munida
2010-01-15,2010,Taiaroa Head (50km offshore),Otago,pH,8.0696,NA,Value,Munida
2010-01-15,2010,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.5202e-09,mol/kg-1,Value,Munida
2010-01-15,2010,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,373.0,uatm,Value,Munida
2010-01-15,2010,Taiaroa Head (50km offshore),Otago,Salt water temperature,11.3,Degrees Celsius,Mean,Munida
2010-01-15,2010,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.190,NA,Value,Munida
2010-03-05,2010,Taiaroa Head (50km offshore),Otago,Salinity,34.278,NA,Mean,Munida
2010-03-05,2010,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.8,umol/kg-1,Value,Munida
2010-03-05,2010,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,NA,umol/kg-1,Value,Munida
2010-03-05,2010,Taiaroa Head (50km offshore),Otago,pH,NA,NA,Value,Munida
2010-03-05,2010,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,NA,mol/kg-1,Value,Munida
2010-03-05,2010,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,NA,uatm,Value,Munida
2010-03-05,2010,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.3,Degrees Celsius,Mean,Munida
2010-03-05,2010,Taiaroa Head (50km offshore),Otago,Aragonite saturation,NA,NA,Value,Munida
2010-05-05,2010,Taiaroa Head (50km offshore),Otago,Salinity,34.262,NA,Mean,Munida
2010-05-05,2010,Taiaroa Head (50km offshore),Otago,Total alkalinity,2278.6,umol/kg-1,Value,Munida
2010-05-05,2010,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2088.5,umol/kg-1,Value,Munida
2010-05-05,2010,Taiaroa Head (50km offshore),Otago,pH,8.0772,NA,Value,Munida
2010-05-05,2010,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3712e-09,mol/kg-1,Value,Munida
2010-05-05,2010,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,363.4,uatm,Value,Munida
2010-05-05,2010,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.7,Degrees Celsius,Mean,Munida
2010-05-05,2010,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.098,NA,Value,Munida
2010-07-14,2010,Taiaroa Head (50km offshore),Otago,Salinity,34.329,NA,Mean,Munida
2010-07-14,2010,Taiaroa Head (50km offshore),Otago,Total alkalinity,2279.6,umol/kg-1,Value,Munida
2010-07-14,2010,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2104.1,umol/kg-1,Value,Munida
2010-07-14,2010,Taiaroa Head (50km offshore),Otago,pH,8.0650,NA,Value,Munida
2010-07-14,2010,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6105e-09,mol/kg-1,Value,Munida
2010-07-14,2010,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,374.3,uatm,Value,Munida
2010-07-14,2010,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.3,Degrees Celsius,Mean,Munida
2010-07-14,2010,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.950,NA,Value,Munida
2010-09-28,2010,Taiaroa Head (50km offshore),Otago,Salinity,34.266,NA,Mean,Munida
2010-09-28,2010,Taiaroa Head (50km offshore),Otago,Total alkalinity,2285.2,umol/kg-1,Value,Munida
2010-09-28,2010,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2115.5,umol/kg-1,Value,Munida
2010-09-28,2010,Taiaroa Head (50km offshore),Otago,pH,8.0609,NA,Value,Munida
2010-09-28,2010,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6909e-09,mol/kg-1,Value,Munida
2010-09-28,2010,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,378.9,uatm,Value,Munida
2010-09-28,2010,Taiaroa Head (50km offshore),Otago,Salt water temperature,7.7,Degrees Celsius,Mean,Munida
2010-09-28,2010,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.896,NA,Value,Munida
2010-11-19,2010,Taiaroa Head (50km offshore),Otago,Salinity,34.285,NA,Mean,Munida
2010-11-19,2010,Taiaroa Head (50km offshore),Otago,Total alkalinity,2285.5,umol/kg-1,Value,Munida
2010-11-19,2010,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2081.1,umol/kg-1,Value,Munida
2010-11-19,2010,Taiaroa Head (50km offshore),Otago,pH,8.0886,NA,Value,Munida
2010-11-19,2010,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.1546e-09,mol/kg-1,Value,Munida
2010-11-19,2010,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,354.2,uatm,Value,Munida
2010-11-19,2010,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.9,Degrees Celsius,Mean,Munida
2010-11-19,2010,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.245,NA,Value,Munida
2011-03-01,2011,Taiaroa Head (50km offshore),Otago,Salinity,34.354,NA,Mean,Munida
2011-03-01,2011,Taiaroa Head (50km offshore),Otago,Total alkalinity,2279.0,umol/kg-1,Value,Munida
2011-03-01,2011,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2061.6,umol/kg-1,Value,Munida
2011-03-01,2011,Taiaroa Head (50km offshore),Otago,pH,8.0877,NA,Value,Munida
2011-03-01,2011,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.1724e-09,mol/kg-1,Value,Munida
2011-03-01,2011,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,354.6,uatm,Value,Munida
2011-03-01,2011,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.7,Degrees Celsius,Mean,Munida
2011-03-01,2011,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.385,NA,Value,Munida
2011-03-23,2011,Taiaroa Head (50km offshore),Otago,Salinity,34.221,NA,Mean,Munida
2011-03-23,2011,Taiaroa Head (50km offshore),Otago,Total alkalinity,2275.4,umol/kg-1,Value,Munida
2011-03-23,2011,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2058.0,umol/kg-1,Value,Munida
2011-03-23,2011,Taiaroa Head (50km offshore),Otago,pH,8.1000,NA,Value,Munida
2011-03-23,2011,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,7.9440e-09,mol/kg-1,Value,Munida
2011-03-23,2011,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,342.6,uatm,Value,Munida
2011-03-23,2011,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.1,Degrees Celsius,Mean,Munida
2011-03-23,2011,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.378,NA,Value,Munida
2011-07-19,2011,Taiaroa Head (50km offshore),Otago,Salinity,34.388,NA,Mean,Munida
2011-07-19,2011,Taiaroa Head (50km offshore),Otago,Total alkalinity,2284.1,umol/kg-1,Value,Munida
2011-07-19,2011,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2106.2,umol/kg-1,Value,Munida
2011-07-19,2011,Taiaroa Head (50km offshore),Otago,pH,8.0640,NA,Value,Munida
2011-07-19,2011,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6299e-09,mol/kg-1,Value,Munida
2011-07-19,2011,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,376.1,uatm,Value,Munida
2011-07-19,2011,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.6,Degrees Celsius,Mean,Munida
2011-07-19,2011,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.975,NA,Value,Munida
2011-09-23,2011,Taiaroa Head (50km offshore),Otago,Salinity,34.370,NA,Mean,Munida
2011-09-23,2011,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.5,umol/kg-1,Value,Munida
2011-09-23,2011,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2113.1,umol/kg-1,Value,Munida
2011-09-23,2011,Taiaroa Head (50km offshore),Otago,pH,8.0627,NA,Value,Munida
2011-09-23,2011,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6554e-09,mol/kg-1,Value,Munida
2011-09-23,2011,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,377.4,uatm,Value,Munida
2011-09-23,2011,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.0,Degrees Celsius,Mean,Munida
2011-09-23,2011,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.931,NA,Value,Munida
2011-11-08,2011,Taiaroa Head (50km offshore),Otago,Salinity,34.424,NA,Mean,Munida
2011-11-08,2011,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.7,umol/kg-1,Value,Munida
2011-11-08,2011,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2097.3,umol/kg-1,Value,Munida
2011-11-08,2011,Taiaroa Head (50km offshore),Otago,pH,8.0792,NA,Value,Munida
2011-11-08,2011,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3332e-09,mol/kg-1,Value,Munida
2011-11-08,2011,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,362.2,uatm,Value,Munida
2011-11-08,2011,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.3,Degrees Celsius,Mean,Munida
2011-11-08,2011,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.087,NA,Value,Munida
2012-01-10,2012,Taiaroa Head (50km offshore),Otago,Salinity,34.335,NA,Mean,Munida
2012-01-10,2012,Taiaroa Head (50km offshore),Otago,Total alkalinity,2285.1,umol/kg-1,Value,Munida
2012-01-10,2012,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2089.5,umol/kg-1,Value,Munida
2012-01-10,2012,Taiaroa Head (50km offshore),Otago,pH,8.0459,NA,Value,Munida
2012-01-10,2012,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9979e-09,mol/kg-1,Value,Munida
2012-01-10,2012,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,397.6,uatm,Value,Munida
2012-01-10,2012,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.4,Degrees Celsius,Mean,Munida
2012-01-10,2012,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.179,NA,Value,Munida
2012-03-27,2012,Taiaroa Head (50km offshore),Otago,Salinity,34.341,NA,Mean,Munida
2012-03-27,2012,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.3,umol/kg-1,Value,Munida
2012-03-27,2012,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2087.5,umol/kg-1,Value,Munida
2012-03-27,2012,Taiaroa Head (50km offshore),Otago,pH,8.0696,NA,Value,Munida
2012-03-27,2012,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.5196e-09,mol/kg-1,Value,Munida
2012-03-27,2012,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,372.9,uatm,Value,Munida
2012-03-27,2012,Taiaroa Head (50km offshore),Otago,Salt water temperature,11.3,Degrees Celsius,Mean,Munida
2012-03-27,2012,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.197,NA,Value,Munida
2012-05-24,2012,Taiaroa Head (50km offshore),Otago,Salinity,34.401,NA,Mean,Munida
2012-05-24,2012,Taiaroa Head (50km offshore),Otago,Total alkalinity,2289.3,umol/kg-1,Value,Munida
2012-05-24,2012,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2099.3,umol/kg-1,Value,Munida
2012-05-24,2012,Taiaroa Head (50km offshore),Otago,pH,8.0612,NA,Value,Munida
2012-05-24,2012,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6853e-09,mol/kg-1,Value,Munida
2012-05-24,2012,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,381.1,uatm,Value,Munida
2012-05-24,2012,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.5,Degrees Celsius,Mean,Munida
2012-05-24,2012,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.107,NA,Value,Munida
2012-07-19,2012,Taiaroa Head (50km offshore),Otago,Salinity,34.311,NA,Mean,Munida
2012-07-19,2012,Taiaroa Head (50km offshore),Otago,Total alkalinity,2276.1,umol/kg-1,Value,Munida
2012-07-19,2012,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2106.7,umol/kg-1,Value,Munida
2012-07-19,2012,Taiaroa Head (50km offshore),Otago,pH,8.0494,NA,Value,Munida
2012-07-19,2012,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9250e-09,mol/kg-1,Value,Munida
2012-07-19,2012,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,389.4,uatm,Value,Munida
2012-07-19,2012,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.4,Degrees Celsius,Mean,Munida
2012-07-19,2012,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.894,NA,Value,Munida
2012-09-04,2012,Taiaroa Head (50km offshore),Otago,Salinity,34.203,NA,Mean,Munida
2012-09-04,2012,Taiaroa Head (50km offshore),Otago,Total alkalinity,2268.8,umol/kg-1,Value,Munida
2012-09-04,2012,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2094.7,umol/kg-1,Value,Munida
2012-09-04,2012,Taiaroa Head (50km offshore),Otago,pH,8.0669,NA,Value,Munida
2012-09-04,2012,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.5716e-09,mol/kg-1,Value,Munida
2012-09-04,2012,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,370.8,uatm,Value,Munida
2012-09-04,2012,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.2,Degrees Celsius,Mean,Munida
2012-09-04,2012,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.933,NA,Value,Munida
2012-11-15,2012,Taiaroa Head (50km offshore),Otago,Salinity,34.263,NA,Mean,Munida
2012-11-15,2012,Taiaroa Head (50km offshore),Otago,Total alkalinity,2281.2,umol/kg-1,Value,Munida
2012-11-15,2012,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,NA,umol/kg-1,Value,Munida
2012-11-15,2012,Taiaroa Head (50km offshore),Otago,pH,NA,NA,Value,Munida
2012-11-15,2012,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,NA,mol/kg-1,Value,Munida
2012-11-15,2012,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,NA,uatm,Value,Munida
2012-11-15,2012,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.2,Degrees Celsius,Mean,Munida
2012-11-15,2012,Taiaroa Head (50km offshore),Otago,Aragonite saturation,NA,NA,Value,Munida
2013-01-22,2013,Taiaroa Head (50km offshore),Otago,Salinity,34.225,NA,Mean,Munida
2013-01-22,2013,Taiaroa Head (50km offshore),Otago,Total alkalinity,2269.0,umol/kg-1,Value,Munida
2013-01-22,2013,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2063.7,umol/kg-1,Value,Munida
2013-01-22,2013,Taiaroa Head (50km offshore),Otago,pH,8.0574,NA,Value,Munida
2013-01-22,2013,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.7618e-09,mol/kg-1,Value,Munida
2013-01-22,2013,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,383.4,uatm,Value,Munida
2013-01-22,2013,Taiaroa Head (50km offshore),Otago,Salt water temperature,13.2,Degrees Celsius,Mean,Munida
2013-01-22,2013,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.275,NA,Value,Munida
2013-03-08,2013,Taiaroa Head (50km offshore),Otago,Salinity,34.269,NA,Mean,Munida
2013-03-08,2013,Taiaroa Head (50km offshore),Otago,Total alkalinity,2301.2,umol/kg-1,Value,Munida
2013-03-08,2013,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2085.5,umol/kg-1,Value,Munida
2013-03-08,2013,Taiaroa Head (50km offshore),Otago,pH,8.0786,NA,Value,Munida
2013-03-08,2013,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3444e-09,mol/kg-1,Value,Munida
2013-03-08,2013,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,367.3,uatm,Value,Munida
2013-03-08,2013,Taiaroa Head (50km offshore),Otago,Salt water temperature,13.0,Degrees Celsius,Mean,Munida
2013-03-08,2013,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.384,NA,Value,Munida
2013-05-31,2013,Taiaroa Head (50km offshore),Otago,Salinity,34.260,NA,Mean,Munida
2013-05-31,2013,Taiaroa Head (50km offshore),Otago,Total alkalinity,2297.3,umol/kg-1,Value,Munida
2013-05-31,2013,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2108.5,umol/kg-1,Value,Munida
2013-05-31,2013,Taiaroa Head (50km offshore),Otago,pH,8.0740,NA,Value,Munida
2013-05-31,2013,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.4340e-09,mol/kg-1,Value,Munida
2013-05-31,2013,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,369.6,uatm,Value,Munida
2013-05-31,2013,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.6,Degrees Celsius,Mean,Munida
2013-05-31,2013,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.093,NA,Value,Munida
2013-09-03,2013,Taiaroa Head (50km offshore),Otago,Salinity,34.314,NA,Mean,Munida
2013-09-03,2013,Taiaroa Head (50km offshore),Otago,Total alkalinity,2281.6,umol/kg-1,Value,Munida
2013-09-03,2013,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2110.8,umol/kg-1,Value,Munida
2013-09-03,2013,Taiaroa Head (50km offshore),Otago,pH,8.0492,NA,Value,Munida
2013-09-03,2013,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9296e-09,mol/kg-1,Value,Munida
2013-09-03,2013,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,390.8,uatm,Value,Munida
2013-09-03,2013,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.6,Degrees Celsius,Mean,Munida
2013-09-03,2013,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.911,NA,Value,Munida
2013-11-13,2013,Taiaroa Head (50km offshore),Otago,Salinity,34.368,NA,Mean,Munida
2013-11-13,2013,Taiaroa Head (50km offshore),Otago,Total alkalinity,2279.3,umol/kg-1,Value,Munida
2013-11-13,2013,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2094.8,umol/kg-1,Value,Munida
2013-11-13,2013,Taiaroa Head (50km offshore),Otago,pH,8.0607,NA,Value,Munida
2013-11-13,2013,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6962e-09,mol/kg-1,Value,Munida
