date,year,site,region,measure,data_value,unit,statistic,dataset
2019-07-23,2019,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2105.0,umol/kg-1,Value,Munida
2019-07-23,2019,Taiaroa Head (50km offshore),Otago,pH,8.0544,NA,Value,Munida
2019-07-23,2019,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.8231e-09,mol/kg-1,Value,Munida
2019-07-23,2019,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,385.8,uatm,Value,Munida
2019-07-23,2019,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.1,Degrees Celsius,Mean,Munida
2019-07-23,2019,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.963,NA,Value,Munida
2019-09-03,2019,Taiaroa Head (50km offshore),Otago,Salinity,34.313,NA,Mean,Munida
2019-09-03,2019,Taiaroa Head (50km offshore),Otago,Total alkalinity,2281.7,umol/kg-1,Value,Munida
2019-09-03,2019,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2109.6,umol/kg-1,Value,Munida
2019-09-03,2019,Taiaroa Head (50km offshore),Otago,pH,8.0455,NA,Value,Munida
2019-09-03,2019,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,9.0062e-09,mol/kg-1,Value,Munida
2019-09-03,2019,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,395.0,uatm,Value,Munida
2019-09-03,2019,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.0,Degrees Celsius,Mean,Munida
2019-09-03,2019,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.926,NA,Value,Munida
2019-11-04,2019,Taiaroa Head (50km offshore),Otago,Salinity,34.328,NA,Mean,Munida
2019-11-04,2019,Taiaroa Head (50km offshore),Otago,Total alkalinity,2292.9,umol/kg-1,Value,Munida
2019-11-04,2019,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2113.3,umol/kg-1,Value,Munida
2019-11-04,2019,Taiaroa Head (50km offshore),Otago,pH,8.0464,NA,Value,Munida
2019-11-04,2019,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9858e-09,mol/kg-1,Value,Munida
2019-11-04,2019,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,396.8,uatm,Value,Munida
2019-11-04,2019,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.0,Degrees Celsius,Mean,Munida
2019-11-04,2019,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.010,NA,Value,Munida
2020-01-14,2020,Taiaroa Head (50km offshore),Otago,Salinity,33.745,NA,Mean,Munida
2020-01-14,2020,Taiaroa Head (50km offshore),Otago,Total alkalinity,2289.3,umol/kg-1,Value,Munida
2020-01-14,2020,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2073.8,umol/kg-1,Value,Munida
2020-01-14,2020,Taiaroa Head (50km offshore),Otago,pH,8.0963,NA,Value,Munida
2020-01-14,2020,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.0117e-09,mol/kg-1,Value,Munida
2020-01-14,2020,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,349.6,uatm,Value,Munida
2020-01-14,2020,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.3,Degrees Celsius,Mean,Munida
2020-01-14,2020,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.381,NA,Value,Munida
2020-03-17,2020,Taiaroa Head (50km offshore),Otago,Salinity,34.304,NA,Mean,Munida
2020-03-17,2020,Taiaroa Head (50km offshore),Otago,Total alkalinity,2283.5,umol/kg-1,Value,Munida
2020-03-17,2020,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2077.5,umol/kg-1,Value,Munida
2020-03-17,2020,Taiaroa Head (50km offshore),Otago,pH,8.0745,NA,Value,Munida
2020-03-17,2020,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.4244e-09,mol/kg-1,Value,Munida
2020-03-17,2020,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,368.0,uatm,Value,Munida
2020-03-17,2020,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.0,Degrees Celsius,Mean,Munida
2020-03-17,2020,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.271,NA,Value,Munida
2020-06-02,2020,Taiaroa Head (50km offshore),Otago,Salinity,34.362,NA,Mean,Munida
2020-06-02,2020,Taiaroa Head (50km offshore),Otago,Total alkalinity,2288.3,umol/kg-1,Value,Munida
2020-06-02,2020,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2110.2,umol/kg-1,Value,Munida
2020-06-02,2020,Taiaroa Head (50km offshore),Otago,pH,8.0435,NA,Value,Munida
2020-06-02,2020,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,9.0468e-09,mol/kg-1,Value,Munida
2020-06-02,2020,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,398.9,uatm,Value,Munida
2020-06-02,2020,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.9,Degrees Celsius,Mean,Munida
2020-06-02,2020,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.992,NA,Value,Munida
2020-07-28,2020,Taiaroa Head (50km offshore),Otago,Salinity,34.154,NA,Mean,Munida
2020-07-28,2020,Taiaroa Head (50km offshore),Otago,Total alkalinity,2284.1,umol/kg-1,Value,Munida
2020-07-28,2020,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2107.3,umol/kg-1,Value,Munida
2020-07-28,2020,Taiaroa Head (50km offshore),Otago,pH,8.0473,NA,Value,Munida
2020-07-28,2020,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9680e-09,mol/kg-1,Value,Munida
2020-07-28,2020,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,394.5,uatm,Value,Munida
2020-07-28,2020,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.7,Degrees Celsius,Mean,Munida
2020-07-28,2020,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.979,NA,Value,Munida
2020-10-13,2020,Taiaroa Head (50km offshore),Otago,Salinity,34.650,NA,Mean,Munida
2020-10-13,2020,Taiaroa Head (50km offshore),Otago,Total alkalinity,2285.2,umol/kg-1,Value,Munida
2020-10-13,2020,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,NA,umol/kg-1,Value,Munida
2020-10-13,2020,Taiaroa Head (50km offshore),Otago,pH,NA,NA,Value,Munida
2020-10-13,2020,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,NA,mol/kg-1,Value,Munida
2020-10-13,2020,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,NA,uatm,Value,Munida
2020-10-13,2020,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.2,Degrees Celsius,Mean,Munida
2020-10-13,2020,Taiaroa Head (50km offshore),Otago,Aragonite saturation,NA,NA,Value,Munida
2020-11-23,2020,Taiaroa Head (50km offshore),Otago,Salinity,34.398,NA,Mean,Munida
2020-11-23,2020,Taiaroa Head (50km offshore),Otago,Total alkalinity,2282.8,umol/kg-1,Value,Munida
2020-11-23,2020,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2102.3,umol/kg-1,Value,Munida
2020-11-23,2020,Taiaroa Head (50km offshore),Otago,pH,8.0493,NA,Value,Munida
2020-11-23,2020,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9268e-09,mol/kg-1,Value,Munida
2020-11-23,2020,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,391.8,uatm,Value,Munida
2020-11-23,2020,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.0,Degrees Celsius,Mean,Munida
2020-11-23,2020,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.011,NA,Value,Munida
2021-01-27,2021,Taiaroa Head (50km offshore),Otago,Salinity,34.420,NA,Mean,Munida
2021-01-27,2021,Taiaroa Head (50km offshore),Otago,Total alkalinity,NA,umol/kg-1,Value,Munida
2021-01-27,2021,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,NA,umol/kg-1,Value,Munida
2021-01-27,2021,Taiaroa Head (50km offshore),Otago,pH,NA,NA,Value,Munida
2021-01-27,2021,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,NA,mol/kg-1,Value,Munida
2021-01-27,2021,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,NA,uatm,Value,Munida
2021-01-27,2021,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.8,Degrees Celsius,Mean,Munida
2021-01-27,2021,Taiaroa Head (50km offshore),Otago,Aragonite saturation,NA,NA,Value,Munida
